;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Descripcion;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2;Total Total;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 1951 a 1960;Total De 1961 a 1970;Total De 1971 a 1980;Total De 1981 a 1990;Total De 1991 a 2000;Total De 2001 a 2010;Total De 2011 a 2020;Total No consta;Vivienda principal Total;Vivienda principal Antes de 1900;Vivienda principal De 1900 a 1920;Vivienda principal De 1921 a 1940;Vivienda principal De 1941 a 1950;Vivienda principal De 1951 a 1960;Vivienda principal De 1961 a 1970;Vivienda principal De 1971 a 1980;Vivienda principal De 1981 a 1990;Vivienda principal De 1991 a 2000;Vivienda principal De 2001 a 2010;Vivienda principal De 2011 a 2020;Vivienda principal No consta;Vivienda no principal Total;Vivienda no principal Antes de 1900;Vivienda no principal De 1900 a 1920;Vivienda no principal De 1921 a 1940;Vivienda no principal De 1941 a 1950;Vivienda no principal De 1951 a 1960;Vivienda no principal De 1961 a 1970;Vivienda no principal De 1971 a 1980;Vivienda no principal De 1981 a 1990;Vivienda no principal De 1991 a 2000;Vivienda no principal De 2001 a 2010;Vivienda no principal De 2011 a 2020;Vivienda no principal No consta
10;Piso en calle Cadete Julio Llompart, San Isidro, Madrid;170000;2;58.0;Madrid;Carabanchel;San Isidro;No;Planta 4ª exterior sin ascensor;Compra;4ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
11;Piso en calle Fernando Mora, San Isidro, Madrid;317000;2;120.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
12;Piso en calle Fernando Mora, San Isidro, Madrid;322900;2;120.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
13;Ático en calle Fernando Mora, San Isidro, Madrid;322000;1;105.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
14;Ático en calle Fernando Mora, San Isidro, Madrid;325000;1;112.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
15;Piso en calle Alcaudón, San Isidro, Madrid;159000;3;56.0;Madrid;Carabanchel;San Isidro;No;Planta 1ª exterior sin ascensor;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
16;Piso en alto de San Isidro, San Isidro, Madrid;450000;3;140.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
17;Piso en calle de Peñafiel, San Isidro, Madrid;350000;3;106.0;Madrid;Carabanchel;San Isidro;No;Planta 1ª exterior sin ascensor;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
18;Piso en calle San Ambrosio, San Isidro, Madrid;152950;3;270.0;Madrid;Carabanchel;San Isidro;No;Sótano exterior sin ascensor;Compra;Sótano;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
19;Piso en calle José del Río, San Isidro, Madrid;505000;4;407.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Bajo exterior sin ascensor;Compra;Bajo;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
20;Piso en San Isidro, Madrid;450000;3;140.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
21;Piso en calle de Armengot, San Isidro, Madrid;138600;3;87.0;Madrid;Carabanchel;San Isidro;No;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
22;Piso en calle del General Ricardos, San Isidro, Madrid;275000;3;104.0;Madrid;Carabanchel;San Isidro;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
23;Piso en San Isidro, Madrid;350000;3;106.0;Madrid;Carabanchel;San Isidro;No;Planta 1ª exterior sin ascensor;Compra;1ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
24;Piso en calle Fernando Mora, San Isidro, Madrid;158000;2;57.0;Madrid;Carabanchel;San Isidro;No;Planta 4ª exterior sin ascensor;Compra;4ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
25;Piso en calle Teodoredo, San Isidro, Madrid;230000;2;58.0;Madrid;Carabanchel;San Isidro;No;Planta 2ª exterior sin ascensor;Compra;2ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
26;Dúplex en calle del Mochuelo, San Isidro, Madrid;335000;3;100.0;Madrid;Carabanchel;San Isidro;No;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
27;Piso en calle José Montalvo, s/n, San Isidro, Madrid;290000;4;107.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 3ª exterior sin ascensor;Compra;3ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
28;Piso en calle de Algodre, San Isidro, Madrid;200000;3;71.0;Madrid;Carabanchel;San Isidro;No;Planta 4ª interior con ascensor;Compra;4ª;Interior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
29;Dúplex en calle del Mochuelo, 16, San Isidro, Madrid;335000;3;100.0;Madrid;Carabanchel;San Isidro;No;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
30;Estudio en calle Nuestra Señora de la Esperanza, San Isidro, Madrid;163000;2;47.0;Madrid;Carabanchel;San Isidro;No;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
31;Dúplex en San Isidro, Madrid;335000;3;100.0;Madrid;Carabanchel;San Isidro;No;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
32;Piso en calle de Carlos Dabán, 20, San Isidro, Madrid;288300;1;53.0;Madrid;Carabanchel;San Isidro;No;Planta 2ª sin ascensor;Compra;Planta 2ª;Indeterminado;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
33;Piso en San Isidro, Madrid;268800;2;74.0;Madrid;Carabanchel;San Isidro;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
34;Chalet adosado en calle José del Río, San Isidro, Madrid;490000;4;130.0;Madrid;Carabanchel;San Isidro;No;No tiene;Compra;Indeterminado;Indeterminado;Indeterminado;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
35;Piso en calle Vicenta Pachón, San Isidro, Madrid;199000;1;84.0;Madrid;Carabanchel;San Isidro;No;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
36;Piso en calle José Garrido, San Isidro, Madrid;192000;1;54.0;Madrid;Carabanchel;San Isidro;No;Planta 1ª interior con ascensor;Compra;1ª;Interior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
37;Piso en calle Juana Fuentes, 2, San Isidro, Madrid;210000;1;72.0;Madrid;Carabanchel;San Isidro;No;Planta 2ª exterior sin ascensor;Compra;2ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
38;Piso en San Isidro, Madrid;290000;3;91.0;Madrid;Carabanchel;San Isidro;No;Planta 2ª exterior sin ascensor;Compra;2ª;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
39;Piso en calle Almendralejo, 4, San Isidro, Madrid;228000;4;70.0;Madrid;Carabanchel;San Isidro;No;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
40;Piso en calle de Arroyo de Valdecelada, San Isidro, Madrid;179500;1;56.0;Madrid;Carabanchel;San Isidro;No;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
41;Piso en calle Algaba, San Isidro, Madrid;250000;3;55.0;Madrid;Carabanchel;San Isidro;No;Bajo exterior sin ascensor;Compra;Bajo;Exterior;No;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
42;Piso en calle Valentín Llaguno, 32, San Isidro, Madrid;440000;2;113.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
43;Piso en calle Valentín Llaguno, 32, San Isidro, Madrid;440000;2;109.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
44;Ático en Fernando Mora, 8, San Isidro, Madrid;311700;1;68.0;Madrid;Carabanchel;San Isidro;Garaje opc. 10.950 €;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
45;Piso en Fernando Mora, 8, San Isidro, Madrid;309490;2;103.0;Madrid;Carabanchel;San Isidro;Garaje opc. 10.950 €;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
46;Piso en Fernando Mora, 10, San Isidro, Madrid;317000;2;90.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
47;Piso en Fernando Mora, 10, San Isidro, Madrid;322900;2;90.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
48;Piso en calle Valentin Llaguno, 32, San Isidro, Madrid;450000;2;107.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
49;Ático en calle Rascón, 33, San Isidro, Madrid;409000;2;95.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
50;Piso en calle Rascón, 33, San Isidro, Madrid;233500;2;75.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
51;Piso en calle Rascón, 33, San Isidro, Madrid;257500;2;79.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
52;Piso en calle Rascón, 33, San Isidro, Madrid;225500;2;75.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
53;Piso en calle Rascón, 33, San Isidro, Madrid;257500;2;80.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
54;Piso en calle Rascón, 33, San Isidro, Madrid;254500;2;79.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
55;Piso en calle Rascón, 33, San Isidro, Madrid;249500;2;79.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
56;Piso en calle Rascón, 33, San Isidro, Madrid;273500;2;78.0;Madrid;Carabanchel;San Isidro;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;397.447;380.686;251.859;190.474;102.389;3.273.049;606.0;1.533.221;16.328;74.456;93.505;56.596;184.107;360.734;231.957;131.767;151.837;178.371;46.484;7.079;1.322.855;12.813;59.574;74.923;47.047;162.211;320.555;205.661;118.603;133.628;148.371;33.183;6.286;210.366;3.515;14.882;18.582;9.549;21.896;40.179;26.296;13.164;18.209;30.0;13.301;793.0
