Municipios (con más de 50.000 habitantes) y capitales de provincia;Tipo de vivienda (principal o no);Año de construcción del edificio;Total
04079 Roquetas de Mar;Total;No consta;983
04079 Roquetas de Mar;Vivienda principal;Total;37.295
04079 Roquetas de Mar;Vivienda principal;Antes de 1900;0
04079 Roquetas de Mar;Vivienda principal;De 1900 a 1920;0
04079 Roquetas de Mar;Vivienda principal;De 1921 a 1940;3
04079 Roquetas de Mar;Vivienda principal;De 1941 a 1950;7
04079 Roquetas de Mar;Vivienda principal;De 1951 a 1960;108
04079 Roquetas de Mar;Vivienda principal;De 1961 a 1970;811
04079 Roquetas de Mar;Vivienda principal;De 1971 a 1980;2.960
04079 Roquetas de Mar;Vivienda principal;De 1981 a 1990;6.077
04079 Roquetas de Mar;Vivienda principal;De 1991 a 2000;6.429
04079 Roquetas de Mar;Vivienda principal;De 2001 a 2010;20.112
04079 Roquetas de Mar;Vivienda principal;De 2011 a 2020;382
04079 Roquetas de Mar;Vivienda principal;No consta;406
04079 Roquetas de Mar;Vivienda no principal;Total;24.855
04079 Roquetas de Mar;Vivienda no principal;Antes de 1900;0
04079 Roquetas de Mar;Vivienda no principal;De 1900 a 1920;0
04079 Roquetas de Mar;Vivienda no principal;De 1921 a 1940;1
04079 Roquetas de Mar;Vivienda no principal;De 1941 a 1950;5
04079 Roquetas de Mar;Vivienda no principal;De 1951 a 1960;65
04079 Roquetas de Mar;Vivienda no principal;De 1961 a 1970;816
04079 Roquetas de Mar;Vivienda no principal;De 1971 a 1980;2.559
04079 Roquetas de Mar;Vivienda no principal;De 1981 a 1990;4.131
04079 Roquetas de Mar;Vivienda no principal;De 1991 a 2000;2.519
04079 Roquetas de Mar;Vivienda no principal;De 2001 a 2010;13.707
04079 Roquetas de Mar;Vivienda no principal;De 2011 a 2020;475
04079 Roquetas de Mar;Vivienda no principal;No consta;577
04902 Ejido, El;Total;Total;40.014
04902 Ejido, El;Total;Antes de 1900;30
04902 Ejido, El;Total;De 1900 a 1920;17
04902 Ejido, El;Total;De 1921 a 1940;39
04902 Ejido, El;Total;De 1941 a 1950;45
04902 Ejido, El;Total;De 1951 a 1960;306
04902 Ejido, El;Total;De 1961 a 1970;1.755
04902 Ejido, El;Total;De 1971 a 1980;4.203
04902 Ejido, El;Total;De 1981 a 1990;6.683
04902 Ejido, El;Total;De 1991 a 2000;7.879
04902 Ejido, El;Total;De 2001 a 2010;17.383
04902 Ejido, El;Total;De 2011 a 2020;1.077
04902 Ejido, El;Total;No consta;597
04902 Ejido, El;Vivienda principal;Total;28.813
04902 Ejido, El;Vivienda principal;Antes de 1900;14
04902 Ejido, El;Vivienda principal;De 1900 a 1920;9
04902 Ejido, El;Vivienda principal;De 1921 a 1940;31
04902 Ejido, El;Vivienda principal;De 1941 a 1950;31
04902 Ejido, El;Vivienda principal;De 1951 a 1960;212
04902 Ejido, El;Vivienda principal;De 1961 a 1970;1.398
04902 Ejido, El;Vivienda principal;De 1971 a 1980;3.321
04902 Ejido, El;Vivienda principal;De 1981 a 1990;5.611
04902 Ejido, El;Vivienda principal;De 1991 a 2000;5.883
04902 Ejido, El;Vivienda principal;De 2001 a 2010;11.172
04902 Ejido, El;Vivienda principal;De 2011 a 2020;639
04902 Ejido, El;Vivienda principal;No consta;492
04902 Ejido, El;Vivienda no principal;Total;11.201
04902 Ejido, El;Vivienda no principal;Antes de 1900;16
04902 Ejido, El;Vivienda no principal;De 1900 a 1920;8
04902 Ejido, El;Vivienda no principal;De 1921 a 1940;8
04902 Ejido, El;Vivienda no principal;De 1941 a 1950;14
04902 Ejido, El;Vivienda no principal;De 1951 a 1960;94
04902 Ejido, El;Vivienda no principal;De 1961 a 1970;357
04902 Ejido, El;Vivienda no principal;De 1971 a 1980;882
04902 Ejido, El;Vivienda no principal;De 1981 a 1990;1.072
04902 Ejido, El;Vivienda no principal;De 1991 a 2000;1.996
04902 Ejido, El;Vivienda no principal;De 2001 a 2010;6.211
04902 Ejido, El;Vivienda no principal;De 2011 a 2020;438
04902 Ejido, El;Vivienda no principal;No consta;105
05019 Ávila;Total;Total;34.843
05019 Ávila;Total;Antes de 1900;25
05019 Ávila;Total;De 1900 a 1920;816
05019 Ávila;Total;De 1921 a 1940;547
05019 Ávila;Total;De 1941 a 1950;754
05019 Ávila;Total;De 1951 a 1960;1.522
05019 Ávila;Total;De 1961 a 1970;3.068
05019 Ávila;Total;De 1971 a 1980;6.243
05019 Ávila;Total;De 1981 a 1990;3.941
05019 Ávila;Total;De 1991 a 2000;5.645
05019 Ávila;Total;De 2001 a 2010;10.983
05019 Ávila;Total;De 2011 a 2020;791
05019 Ávila;Total;No consta;508
05019 Ávila;Vivienda principal;Total;24.433
05019 Ávila;Vivienda principal;Antes de 1900;9
05019 Ávila;Vivienda principal;De 1900 a 1920;289
05019 Ávila;Vivienda principal;De 1921 a 1940;192
05019 Ávila;Vivienda principal;De 1941 a 1950;431
05019 Ávila;Vivienda principal;De 1951 a 1960;949
05019 Ávila;Vivienda principal;De 1961 a 1970;2.131
05019 Ávila;Vivienda principal;De 1971 a 1980;4.822
05019 Ávila;Vivienda principal;De 1981 a 1990;3.074
05019 Ávila;Vivienda principal;De 1991 a 2000;4.381
05019 Ávila;Vivienda principal;De 2001 a 2010;7.599
05019 Ávila;Vivienda principal;De 2011 a 2020;450
05019 Ávila;Vivienda principal;No consta;106
05019 Ávila;Vivienda no principal;Total;10.410
05019 Ávila;Vivienda no principal;Antes de 1900;16
05019 Ávila;Vivienda no principal;De 1900 a 1920;527
05019 Ávila;Vivienda no principal;De 1921 a 1940;355
05019 Ávila;Vivienda no principal;De 1941 a 1950;323
05019 Ávila;Vivienda no principal;De 1951 a 1960;573
05019 Ávila;Vivienda no principal;De 1961 a 1970;937
05019 Ávila;Vivienda no principal;De 1971 a 1980;1.421
05019 Ávila;Vivienda no principal;De 1981 a 1990;867
05019 Ávila;Vivienda no principal;De 1991 a 2000;1.264
05019 Ávila;Vivienda no principal;De 2001 a 2010;3.384
05019 Ávila;Vivienda no principal;De 2011 a 2020;341
05019 Ávila;Vivienda no principal;No consta;402
06015 Badajoz;Total;Total;74.594
06015 Badajoz;Total;Antes de 1900;469
06015 Badajoz;Total;De 1900 a 1920;1.959
06015 Badajoz;Total;De 1921 a 1940;1.503
06015 Badajoz;Total;De 1941 a 1950;1.748
06015 Badajoz;Total;De 1951 a 1960;4.650
06015 Badajoz;Total;De 1961 a 1970;6.861
06015 Badajoz;Total;De 1971 a 1980;10.291
06015 Badajoz;Total;De 1981 a 1990;11.040
06015 Badajoz;Total;De 1991 a 2000;15.699
06015 Badajoz;Total;De 2001 a 2010;18.460
06015 Badajoz;Total;De 2011 a 2020;1.471
06015 Badajoz;Total;No consta;443
06015 Badajoz;Vivienda principal;Total;58.015
06015 Badajoz;Vivienda principal;Antes de 1900;302
06015 Badajoz;Vivienda principal;De 1900 a 1920;1.110
06015 Badajoz;Vivienda principal;De 1921 a 1940;966
06015 Badajoz;Vivienda principal;De 1941 a 1950;1.230
06015 Badajoz;Vivienda principal;De 1951 a 1960;3.297
06015 Badajoz;Vivienda principal;De 1961 a 1970;5.295
06015 Badajoz;Vivienda principal;De 1971 a 1980;7.982
06015 Badajoz;Vivienda principal;De 1981 a 1990;8.655
06015 Badajoz;Vivienda principal;De 1991 a 2000;12.884
06015 Badajoz;Vivienda principal;De 2001 a 2010;14.930
06015 Badajoz;Vivienda principal;De 2011 a 2020;1.027
06015 Badajoz;Vivienda principal;No consta;337
06015 Badajoz;Vivienda no principal;Total;16.579
06015 Badajoz;Vivienda no principal;Antes de 1900;167
06015 Badajoz;Vivienda no principal;De 1900 a 1920;849
06015 Badajoz;Vivienda no principal;De 1921 a 1940;537
06015 Badajoz;Vivienda no principal;De 1941 a 1950;518
06015 Badajoz;Vivienda no principal;De 1951 a 1960;1.353
06015 Badajoz;Vivienda no principal;De 1961 a 1970;1.566
06015 Badajoz;Vivienda no principal;De 1971 a 1980;2.309
06015 Badajoz;Vivienda no principal;De 1981 a 1990;2.385
06015 Badajoz;Vivienda no principal;De 1991 a 2000;2.815
06015 Badajoz;Vivienda no principal;De 2001 a 2010;3.530
06015 Badajoz;Vivienda no principal;De 2011 a 2020;444
06015 Badajoz;Vivienda no principal;No consta;106
06083 Mérida;Total;Total;31.358
06083 Mérida;Total;Antes de 1900;4
06083 Mérida;Total;De 1900 a 1920;16
06083 Mérida;Total;De 1921 a 1940;1.627
06083 Mérida;Total;De 1941 a 1950;304
06083 Mérida;Total;De 1951 a 1960;1.187
06083 Mérida;Total;De 1961 a 1970;4.180
06083 Mérida;Total;De 1971 a 1980;4.487
06083 Mérida;Total;De 1981 a 1990;3.299
06083 Mérida;Total;De 1991 a 2000;6.281
06083 Mérida;Total;De 2001 a 2010;7.296
06083 Mérida;Total;De 2011 a 2020;853
06083 Mérida;Total;No consta;1.824
06083 Mérida;Vivienda principal;Total;23.245
06083 Mérida;Vivienda principal;Antes de 1900;3
06083 Mérida;Vivienda principal;De 1900 a 1920;11
06083 Mérida;Vivienda principal;De 1921 a 1940;1.058
06083 Mérida;Vivienda principal;De 1941 a 1950;217
06083 Mérida;Vivienda principal;De 1951 a 1960;838
06083 Mérida;Vivienda principal;De 1961 a 1970;2.882
06083 Mérida;Vivienda principal;De 1971 a 1980;3.480
06083 Mérida;Vivienda principal;De 1981 a 1990;2.675
06083 Mérida;Vivienda principal;De 1991 a 2000;5.198
06083 Mérida;Vivienda principal;De 2001 a 2010;5.823
06083 Mérida;Vivienda principal;De 2011 a 2020;643
06083 Mérida;Vivienda principal;No consta;417
06083 Mérida;Vivienda no principal;Total;8.113
06083 Mérida;Vivienda no principal;Antes de 1900;1
06083 Mérida;Vivienda no principal;De 1900 a 1920;5
06083 Mérida;Vivienda no principal;De 1921 a 1940;569
06083 Mérida;Vivienda no principal;De 1941 a 1950;87
06083 Mérida;Vivienda no principal;De 1951 a 1960;349
06083 Mérida;Vivienda no principal;De 1961 a 1970;1.298
06083 Mérida;Vivienda no principal;De 1971 a 1980;1.007
06083 Mérida;Vivienda no principal;De 1981 a 1990;624
06083 Mérida;Vivienda no principal;De 1991 a 2000;1.083
06083 Mérida;Vivienda no principal;De 2001 a 2010;1.473
06083 Mérida;Vivienda no principal;De 2011 a 2020;210
06083 Mérida;Vivienda no principal;No consta;1.407
07011 Calvià;Total;Total;36.492
07011 Calvià;Total;Antes de 1900;523
07011 Calvià;Total;De 1900 a 1920;126
07011 Calvià;Total;De 1921 a 1940;117
07011 Calvià;Total;De 1941 a 1950;94
07011 Calvià;Total;De 1951 a 1960;474
07011 Calvià;Total;De 1961 a 1970;4.276
07011 Calvià;Total;De 1971 a 1980;7.885
07011 Calvià;Total;De 1981 a 1990;10.390
07011 Calvià;Total;De 1991 a 2000;5.332
07011 Calvià;Total;De 2001 a 2010;4.314
07011 Calvià;Total;De 2011 a 2020;820
07011 Calvià;Total;No consta;2.141
07011 Calvià;Vivienda principal;Total;20.609
07011 Calvià;Vivienda principal;Antes de 1900;405
07011 Calvià;Vivienda principal;De 1900 a 1920;96
07011 Calvià;Vivienda principal;De 1921 a 1940;83
07011 Calvià;Vivienda principal;De 1941 a 1950;56
07011 Calvià;Vivienda principal;De 1951 a 1960;252
07011 Calvià;Vivienda principal;De 1961 a 1970;2.560
07011 Calvià;Vivienda principal;De 1971 a 1980;4.516
07011 Calvià;Vivienda principal;De 1981 a 1990;6.367
07011 Calvià;Vivienda principal;De 1991 a 2000;3.211
07011 Calvià;Vivienda principal;De 2001 a 2010;2.224
07011 Calvià;Vivienda principal;De 2011 a 2020;187
07011 Calvià;Vivienda principal;No consta;652
07011 Calvià;Vivienda no principal;Total;15.883
07011 Calvià;Vivienda no principal;Antes de 1900;118
07011 Calvià;Vivienda no principal;De 1900 a 1920;30
07011 Calvià;Vivienda no principal;De 1921 a 1940;34
07011 Calvià;Vivienda no principal;De 1941 a 1950;38
07011 Calvià;Vivienda no principal;De 1951 a 1960;222
07011 Calvià;Vivienda no principal;De 1961 a 1970;1.716
07011 Calvià;Vivienda no principal;De 1971 a 1980;3.369
07011 Calvià;Vivienda no principal;De 1981 a 1990;4.023
07011 Calvià;Vivienda no principal;De 1991 a 2000;2.121
07011 Calvià;Vivienda no principal;De 2001 a 2010;2.090
07011 Calvià;Vivienda no principal;De 2011 a 2020;633
07011 Calvià;Vivienda no principal;No consta;1.489
07026 Eivissa;Total;Total;23.938
07026 Eivissa;Total;Antes de 1900;966
07026 Eivissa;Total;De 1900 a 1920;633
07026 Eivissa;Total;De 1921 a 1940;342
07026 Eivissa;Total;De 1941 a 1950;134
07026 Eivissa;Total;De 1951 a 1960;755
07026 Eivissa;Total;De 1961 a 1970;3.460
07026 Eivissa;Total;De 1971 a 1980;4.915
07026 Eivissa;Total;De 1981 a 1990;3.985
07026 Eivissa;Total;De 1991 a 2000;2.053
07026 Eivissa;Total;De 2001 a 2010;5.526
07026 Eivissa;Total;De 2011 a 2020;784
07026 Eivissa;Total;No consta;385
07026 Eivissa;Vivienda principal;Total;18.516
07026 Eivissa;Vivienda principal;Antes de 1900;510
07026 Eivissa;Vivienda principal;De 1900 a 1920;336
07026 Eivissa;Vivienda principal;De 1921 a 1940;227
07026 Eivissa;Vivienda principal;De 1941 a 1950;93
07026 Eivissa;Vivienda principal;De 1951 a 1960;597
07026 Eivissa;Vivienda principal;De 1961 a 1970;2.986
07026 Eivissa;Vivienda principal;De 1971 a 1980;4.210
07026 Eivissa;Vivienda principal;De 1981 a 1990;3.252
07026 Eivissa;Vivienda principal;De 1991 a 2000;1.725
07026 Eivissa;Vivienda principal;De 2001 a 2010;4.108
07026 Eivissa;Vivienda principal;De 2011 a 2020;266
07026 Eivissa;Vivienda principal;No consta;206
07026 Eivissa;Vivienda no principal;Total;5.422
07026 Eivissa;Vivienda no principal;Antes de 1900;456
07026 Eivissa;Vivienda no principal;De 1900 a 1920;297
07026 Eivissa;Vivienda no principal;De 1921 a 1940;115
07026 Eivissa;Vivienda no principal;De 1941 a 1950;41
07026 Eivissa;Vivienda no principal;De 1951 a 1960;158
07026 Eivissa;Vivienda no principal;De 1961 a 1970;474
07026 Eivissa;Vivienda no principal;De 1971 a 1980;705
07026 Eivissa;Vivienda no principal;De 1981 a 1990;733
07026 Eivissa;Vivienda no principal;De 1991 a 2000;328
07026 Eivissa;Vivienda no principal;De 2001 a 2010;1.418
07026 Eivissa;Vivienda no principal;De 2011 a 2020;518
07026 Eivissa;Vivienda no principal;No consta;179
07040 Palma;Total;Total;186.482
07040 Palma;Total;Antes de 1900;3.858
07040 Palma;Total;De 1900 a 1920;7.836
07040 Palma;Total;De 1921 a 1940;9.238
07040 Palma;Total;De 1941 a 1950;6.420
07040 Palma;Total;De 1951 a 1960;12.330
07040 Palma;Total;De 1961 a 1970;34.017
07040 Palma;Total;De 1971 a 1980;40.493
07040 Palma;Total;De 1981 a 1990;17.562
07040 Palma;Total;De 1991 a 2000;17.831
07040 Palma;Total;De 2001 a 2010;26.855
07040 Palma;Total;De 2011 a 2020;4.349
07040 Palma;Total;No consta;5.693
07040 Palma;Vivienda principal;Total;157.101
07040 Palma;Vivienda principal;Antes de 1900;2.357
07040 Palma;Vivienda principal;De 1900 a 1920;5.258
07040 Palma;Vivienda principal;De 1921 a 1940;7.238
07040 Palma;Vivienda principal;De 1941 a 1950;5.105
07040 Palma;Vivienda principal;De 1951 a 1960;10.372
07040 Palma;Vivienda principal;De 1961 a 1970;30.099
07040 Palma;Vivienda principal;De 1971 a 1980;36.894
07040 Palma;Vivienda principal;De 1981 a 1990;15.685
07040 Palma;Vivienda principal;De 1991 a 2000;15.787
07040 Palma;Vivienda principal;De 2001 a 2010;22.784
07040 Palma;Vivienda principal;De 2011 a 2020;2.619
07040 Palma;Vivienda principal;No consta;2.903
07040 Palma;Vivienda no principal;Total;29.381
07040 Palma;Vivienda no principal;Antes de 1900;1.501
07040 Palma;Vivienda no principal;De 1900 a 1920;2.578
07040 Palma;Vivienda no principal;De 1921 a 1940;2.000
07040 Palma;Vivienda no principal;De 1941 a 1950;1.315
07040 Palma;Vivienda no principal;De 1951 a 1960;1.958
07040 Palma;Vivienda no principal;De 1961 a 1970;3.918
07040 Palma;Vivienda no principal;De 1971 a 1980;3.599
07040 Palma;Vivienda no principal;De 1981 a 1990;1.877
07040 Palma;Vivienda no principal;De 1991 a 2000;2.044
07040 Palma;Vivienda no principal;De 2001 a 2010;4.071
07040 Palma;Vivienda no principal;De 2011 a 2020;1.730
07040 Palma;Vivienda no principal;No consta;2.790
08015 Badalona;Total;Total;91.915
08015 Badalona;Total;Antes de 1900;868
08015 Badalona;Total;De 1900 a 1920;2.862
08015 Badalona;Total;De 1921 a 1940;2.508
08015 Badalona;Total;De 1941 a 1950;807
08015 Badalona;Total;De 1951 a 1960;4.210
08015 Badalona;Total;De 1961 a 1970;24.486
08015 Badalona;Total;De 1971 a 1980;31.115
08015 Badalona;Total;De 1981 a 1990;4.005
08015 Badalona;Total;De 1991 a 2000;7.918
08015 Badalona;Total;De 2001 a 2010;8.312
08015 Badalona;Total;De 2011 a 2020;3.141
08015 Badalona;Total;No consta;1.683
08015 Badalona;Vivienda principal;Total;83.337
08015 Badalona;Vivienda principal;Antes de 1900;658
08015 Badalona;Vivienda principal;De 1900 a 1920;2.283
08015 Badalona;Vivienda principal;De 1921 a 1940;2.021
08015 Badalona;Vivienda principal;De 1941 a 1950;658
08015 Badalona;Vivienda principal;De 1951 a 1960;3.622
08015 Badalona;Vivienda principal;De 1961 a 1970;22.743
08015 Badalona;Vivienda principal;De 1971 a 1980;29.600
08015 Badalona;Vivienda principal;De 1981 a 1990;3.760
08015 Badalona;Vivienda principal;De 1991 a 2000;7.389
08015 Badalona;Vivienda principal;De 2001 a 2010;7.437
08015 Badalona;Vivienda principal;De 2011 a 2020;2.292
08015 Badalona;Vivienda principal;No consta;874
08015 Badalona;Vivienda no principal;Total;8.578
08015 Badalona;Vivienda no principal;Antes de 1900;210
08015 Badalona;Vivienda no principal;De 1900 a 1920;579
08015 Badalona;Vivienda no principal;De 1921 a 1940;487
08015 Badalona;Vivienda no principal;De 1941 a 1950;149
08015 Badalona;Vivienda no principal;De 1951 a 1960;588
08015 Badalona;Vivienda no principal;De 1961 a 1970;1.743
08015 Badalona;Vivienda no principal;De 1971 a 1980;1.515
08015 Badalona;Vivienda no principal;De 1981 a 1990;245
08015 Badalona;Vivienda no principal;De 1991 a 2000;529
08015 Badalona;Vivienda no principal;De 2001 a 2010;875
08015 Badalona;Vivienda no principal;De 2011 a 2020;849
08015 Badalona;Vivienda no principal;No consta;809
08019 Barcelona;Total;Total;808.751
08019 Barcelona;Total;Antes de 1900;35.051
08019 Barcelona;Total;De 1900 a 1920;75.201
08019 Barcelona;Total;De 1921 a 1940;85.023
08019 Barcelona;Total;De 1941 a 1950;23.495
08019 Barcelona;Total;De 1951 a 1960;76.057
08019 Barcelona;Total;De 1961 a 1970;204.691
08019 Barcelona;Total;De 1971 a 1980;168.880
08019 Barcelona;Total;De 1981 a 1990;36.979
08019 Barcelona;Total;De 1991 a 2000;38.471
08019 Barcelona;Total;De 2001 a 2010;39.713
08019 Barcelona;Total;De 2011 a 2020;11.007
08019 Barcelona;Total;No consta;14.183
08019 Barcelona;Vivienda principal;Total;671.177
08019 Barcelona;Vivienda principal;Antes de 1900;24.835
08019 Barcelona;Vivienda principal;De 1900 a 1920;55.343
08019 Barcelona;Vivienda principal;De 1921 a 1940;64.829
08019 Barcelona;Vivienda principal;De 1941 a 1950;18.575
08019 Barcelona;Vivienda principal;De 1951 a 1960;64.178
08019 Barcelona;Vivienda principal;De 1961 a 1970;180.965
08019 Barcelona;Vivienda principal;De 1971 a 1980;151.280
08019 Barcelona;Vivienda principal;De 1981 a 1990;33.392
08019 Barcelona;Vivienda principal;De 1991 a 2000;34.269
08019 Barcelona;Vivienda principal;De 2001 a 2010;32.740
08019 Barcelona;Vivienda principal;De 2011 a 2020;8.173
08019 Barcelona;Vivienda principal;No consta;2.598
08019 Barcelona;Vivienda no principal;Total;137.574
08019 Barcelona;Vivienda no principal;Antes de 1900;10.216
08019 Barcelona;Vivienda no principal;De 1900 a 1920;19.858
08019 Barcelona;Vivienda no principal;De 1921 a 1940;20.194
08019 Barcelona;Vivienda no principal;De 1941 a 1950;4.920
08019 Barcelona;Vivienda no principal;De 1951 a 1960;11.879
08019 Barcelona;Vivienda no principal;De 1961 a 1970;23.726
08019 Barcelona;Vivienda no principal;De 1971 a 1980;17.600
08019 Barcelona;Vivienda no principal;De 1981 a 1990;3.587
08019 Barcelona;Vivienda no principal;De 1991 a 2000;4.202
08019 Barcelona;Vivienda no principal;De 2001 a 2010;6.973
08019 Barcelona;Vivienda no principal;De 2011 a 2020;2.834
08019 Barcelona;Vivienda no principal;No consta;11.585
08056 Castelldefels;Total;Total;28.708
08056 Castelldefels;Total;Antes de 1900;6
08056 Castelldefels;Total;De 1900 a 1920;28
08056 Castelldefels;Total;De 1921 a 1940;129
08056 Castelldefels;Total;De 1941 a 1950;294
08056 Castelldefels;Total;De 1951 a 1960;928
08056 Castelldefels;Total;De 1961 a 1970;6.855
08056 Castelldefels;Total;De 1971 a 1980;7.834
08056 Castelldefels;Total;De 1981 a 1990;2.612
08056 Castelldefels;Total;De 1991 a 2000;4.307
08056 Castelldefels;Total;De 2001 a 2010;4.174
08056 Castelldefels;Total;De 2011 a 2020;621
08056 Castelldefels;Total;No consta;920
08056 Castelldefels;Vivienda principal;Total;24.792
08056 Castelldefels;Vivienda principal;Antes de 1900;4
08056 Castelldefels;Vivienda principal;De 1900 a 1920;20
08056 Castelldefels;Vivienda principal;De 1921 a 1940;104
08056 Castelldefels;Vivienda principal;De 1941 a 1950;222
08056 Castelldefels;Vivienda principal;De 1951 a 1960;769
08056 Castelldefels;Vivienda principal;De 1961 a 1970;5.548
08056 Castelldefels;Vivienda principal;De 1971 a 1980;6.955
08056 Castelldefels;Vivienda principal;De 1981 a 1990;2.352
08056 Castelldefels;Vivienda principal;De 1991 a 2000;4.006
08056 Castelldefels;Vivienda principal;De 2001 a 2010;3.848
08056 Castelldefels;Vivienda principal;De 2011 a 2020;520
08056 Castelldefels;Vivienda principal;No consta;444
08056 Castelldefels;Vivienda no principal;Total;3.916
08056 Castelldefels;Vivienda no principal;Antes de 1900;2
08056 Castelldefels;Vivienda no principal;De 1900 a 1920;8
08056 Castelldefels;Vivienda no principal;De 1921 a 1940;25
08056 Castelldefels;Vivienda no principal;De 1941 a 1950;72
08056 Castelldefels;Vivienda no principal;De 1951 a 1960;159
08056 Castelldefels;Vivienda no principal;De 1961 a 1970;1.307
08056 Castelldefels;Vivienda no principal;De 1971 a 1980;879
08056 Castelldefels;Vivienda no principal;De 1981 a 1990;260
08056 Castelldefels;Vivienda no principal;De 1991 a 2000;301
